filename,risk_sum
Brusko_10168_TCRB.tsv,-0.05758409611518752
Brusko_10169_TCRB.tsv,-0.06136494694365408
Brusko_10172_TCRB.tsv,-0.08071336919125713
Brusko_10176_TCRB.tsv,-0.07347938106499077
Brusko_10178_TCRB.tsv,-0.08408418891170305
Brusko_10180_TCRB.tsv,-0.07742715872623905
Brusko_10183_TCRB.tsv,-0.07835322897631125
Brusko_10226_TCRB.tsv,-0.08324291672659163
Brusko_10230_TCRB.tsv,-0.06790725051562649
Brusko_10232_TCRB.tsv,-0.05128014084506911
Brusko_10233_TCRB.tsv,-0.08496985267696619
Brusko_10234_TCRB.tsv,-0.05828059805285009
Brusko_10237_TCRB.tsv,-0.05375828524958283
Brusko_10241_TCRB.tsv,-0.06028790337979578
Brusko_10254_TCRB.tsv,-0.07285248747096826
Brusko_10258_TCRB.tsv,-0.08289065660969473
Brusko_10266_TCRB.tsv,-0.07583506799027959
Brusko_10269_TCRB.tsv,-0.08171206417382398
Brusko_10273_TCRB.tsv,-0.07868567862096153
Brusko_10276_TCRB.tsv,-0.07215086533902208
Brusko_10279_TCRB.tsv,-0.07290405799213057
Brusko_10282_TCRB.tsv,-0.061706100935101905
Brusko_10283_TCRB.tsv,-0.06110312368249488
Brusko_10286_TCRB.tsv,-0.07447079078520785
Brusko_10328_TCRB.tsv,-0.09560276276733314
Brusko_10336_TCRB.tsv,-0.08108729989924898
Brusko_10338_TCRB.tsv,-0.0852127432339483
Brusko_10342_TCRB.tsv,-0.07530854552271705
Brusko_10343_TCRB.tsv,-0.0777343569700341
Brusko_10346_TCRB.tsv,-0.07711984898273003
Brusko_10348_TCRB.tsv,-0.08454848224657725
Brusko_10362_TCRB.tsv,-0.08498768169958876
Brusko_10366_TCRB.tsv,-0.08146123947422294
Brusko_10371_TCRB.tsv,-0.0801485203067294
Brusko_10375_TCRB.tsv,-0.06611222731516808
Brusko_10382_TCRB.tsv,-0.06836368327688955
Brusko_10392_TCRB.tsv,-0.0518021811167703
Brusko_10395_TCRB.tsv,-0.07843014497200178
Brusko_10397_TCRB.tsv,-0.06831319024689977
Brusko_10399_TCRB.tsv,-0.08142706250214668
Brusko_10404_TCRB.tsv,-0.07008670075933555
Brusko_10467_TCRB.tsv,-0.05966592844974305
Brusko_10469_TCRB.tsv,-0.09778383944995585
Brusko_10470_TCRB.tsv,-0.07910812479819034
Brusko_10474_TCRB.tsv,-0.07143386991297157
Brusko_10479_TCRB.tsv,-0.0715625712977216
Brusko_10480_TCRB.tsv,-0.08146590641247704
Brusko_10482_TCRB.tsv,-0.07957731156050485
Brusko_10487_TCRB.tsv,-0.05821964926426042
Brusko_10489_TCRB.tsv,-0.08501942401960606
Brusko_10492_TCRB.tsv,-0.08079096162990444
Brusko_10497_TCRB.tsv,-0.08805224061364418
Brusko_10501_TCRB.tsv,-0.08266146043600965
Brusko_10503_TCRB.tsv,-0.0781042713567829
Brusko_10510_TCRB.tsv,-0.05219503191489264
Brusko_10574_TCRB.tsv,-0.08011984826737689
Brusko_10580_TCRB.tsv,-0.07233262655453282
Brusko_10623_TCRB.tsv,-0.08187363713470501
Brusko_10633_TCRB.tsv,-0.06414037672899063
Brusko_10643_TCRB.tsv,-0.05857131170985572
Brusko_10673_TCRB.tsv,-0.07555722439170774
Brusko_10678_TCRB.tsv,-0.03729403580023946
Brusko_10681_TCRB.tsv,-0.08260362111801166
Brusko_11203_TCRB.tsv,-0.07425129818286218
Brusko_11217_TCRB.tsv,-0.07448408492568921
Brusko_11223_TCRB.tsv,-0.06819799456470714
Brusko_11242_TCRB.tsv,-0.07040077729398325
Brusko_11246_TCRB.tsv,-0.07117673206369855
Brusko_11247_TCRB.tsv,-0.06979298226346563
Brusko_11267_TCRB.tsv,-0.07141998628392113
Brusko_11289_TCRB.tsv,-0.06311184347888582
Brusko_11293_TCRB.tsv,-0.0752682319000692
Brusko_11347_TCRB.tsv,-0.08252521120312835
Brusko_11377_TCRB.tsv,-0.06626337227785613
Brusko_11398_TCRB.tsv,-0.09407075766400058
Brusko_11411_TCRB.tsv,-0.05843882352941091
Brusko_11423_TCRB.tsv,-0.05410787043681993
Brusko_11435_TCRB.tsv,-0.06223131630179893
Brusko_11438_TCRB.tsv,-0.06850998556508321
Brusko_11474_TCRB.tsv,-0.07453904265111909
Brusko_11509_TCRB.tsv,-0.06569624579422524
Brusko_11521_TCRB.tsv,-0.06299250441695928
Brusko_11540_TCRB.tsv,-0.06453274615077266
Brusko_11541_TCRB.tsv,-0.07324461421656915
Brusko_11544_TCRB.tsv,-0.06357147051360885
Brusko_11564_TCRB.tsv,-0.06405716878402926
Brusko_11566_TCRB.tsv,-0.07628970006440192
Brusko_11567_TCRB.tsv,-0.06270829859255163
Brusko_11569_TCRB.tsv,-0.07333056883558695
Brusko_11571_TCRB.tsv,-0.07600054123203934
Brusko_11751_TCRB.tsv,-0.06732139434518954
Brusko_11815_TCRB.tsv,-0.05082669106798231
Brusko_11817_TCRB.tsv,-0.06413159895261265
Brusko_11825_TCRB.tsv,-0.07728143001297283
Brusko_11849_TCRB.tsv,-0.08360444414181159
Brusko_11853_TCRB.tsv,-0.07630994764397715
Brusko_11895_TCRB.tsv,-0.08121229056870773
Brusko_11917_TCRB.tsv,-0.07860374191229155
Brusko_11936_TCRB.tsv,-0.08200874990659679
Brusko_11938_TCRB.tsv,-0.0679587700808915
Brusko_11945_TCRB.tsv,-0.10191466502954319
Brusko_11994_TCRB.tsv,-0.06814087289274924
Brusko_12064_TCRB.tsv,-0.07590231444926811
Brusko_12068_TCRB.tsv,-0.06268767433094465
Brusko_12080_TCRB.tsv,-0.05814218418779961
Brusko_12101_TCRB.tsv,-0.07657025018249289
Brusko_12117_TCRB.tsv,-0.07224103093586658
Brusko_12119_TCRB.tsv,-0.08078656313876653
Brusko_12126_TCRB.tsv,-0.06938599757448494
Brusko_12147_TCRB.tsv,-0.08151082914318405
Brusko_12149_TCRB.tsv,-0.06570195426582888
Brusko_12151_TCRB.tsv,-0.06395664839058485
Brusko_12181_TCRB.tsv,-0.07279542082681559
Brusko_12217_TCRB.tsv,-0.07677152940076536
Brusko_12218_TCRB.tsv,-0.0716163535076941
Brusko_12222_TCRB.tsv,-0.08508528316375412
Brusko_12230_TCRB.tsv,-0.07435746538352042
Brusko_12231_TCRB.tsv,-0.07118346933403331
Brusko_12234_TCRB.tsv,-0.06574320745077882
Brusko_12236_TCRB.tsv,-0.07913248654944664
Brusko_12333_TCRB.tsv,-0.07199749676141028
Brusko_12377_TCRB.tsv,-0.07601862800680122
Brusko_12415_TCRB.tsv,-0.07700752249187182
Brusko_12417_TCRB.tsv,-0.058049062098274574
Brusko_12419_TCRB.tsv,-0.06661469070562528
Brusko_12422_TCRB.tsv,-0.09488077768568061
Brusko_12425_TCRB.tsv,-0.06913524318916299
Brusko_12426_TCRB.tsv,-0.05501029403902576
Brusko_12439_TCRB.tsv,-0.08624916566008807
Brusko_12443_TCRB.tsv,-0.07644633922724106
Brusko_12450_TCRB.tsv,-0.057309883244570654
Brusko_12463_TCRB.tsv,-0.07289899731766294
Brusko_12465_TCRB.tsv,-0.0634009224652077
Brusko_12468_TCRB.tsv,-0.0641473388855117
Brusko_12471_TCRB.tsv,-0.07057897955458058
Brusko_12527_TCRB.tsv,-0.06375150447640456
Brusko_12618_TCRB.tsv,-0.060682533942392695
Brusko_12718_TCRB.tsv,-0.07640312209524736
Brusko_12720_TCRB.tsv,-0.06772603900838305
Brusko_12722_TCRB.tsv,-0.06233567951755189
Brusko_12725_TCRB.tsv,-0.06464259272914841
Brusko_12728_TCRB.tsv,-0.09348867539533905
Brusko_12729_TCRB.tsv,-0.05729005197336373
Brusko_12730_TCRB.tsv,-0.06601680458563632
Brusko_12743_TCRB.tsv,-0.07996632338308292
Brusko_12760_TCRB.tsv,-0.0698303163413498
Brusko_12763_TCRB.tsv,-0.06555071024734849
Brusko_13022_TCRB.tsv,-0.0837744533910431
Brusko_13047_TCRB.tsv,-0.07949516044463023
Brusko_13053_TCRB.tsv,-0.07883135955101711
Brusko_1306_TCRB.tsv,-0.07810008434985614
Brusko_1307_TCRB.tsv,-0.07276324636758824
Brusko_1308_TCRB.tsv,-0.07319132151864916
Brusko_13182_TCRB.tsv,-0.07911407575860326
Brusko_13187_TCRB.tsv,-0.07710752582390312
Brusko_13203_TCRB.tsv,-0.07832431513566468
Brusko_13208_TCRB.tsv,-0.07903282805429819
Brusko_13234_TCRB.tsv,-0.09753304934999206
Brusko_13247_TCRB.tsv,-0.08052979149034244
Brusko_13249_TCRB.tsv,-0.06875450504359605
Brusko_1329_TCRB.tsv,-0.07659917929610711
Brusko_13352_TCRB.tsv,-0.09324618929198251
Brusko_13353_TCRB.tsv,-0.08986887381639741
Brusko_13371_TCRB.tsv,-0.0692263136555296
Brusko_13432_TCRB.tsv,-0.09473136413043338
Brusko_13437_TCRB.tsv,-0.08527684990774148
Brusko_13440_TCRB.tsv,-0.056980727954971944
Brusko_13528_TCRB.tsv,-0.08982623025714531
Brusko_13718_TCRB.tsv,-0.06342061898787017
Brusko_1374_TCRB.tsv,-0.06370537934702986
Brusko_1375_TCRB.tsv,-0.07585374633926441
Brusko_1376_TCRB.tsv,-0.07002324337349285
Brusko_1378_TCRB.tsv,-0.056853897527909446
Brusko_13827_TCRB.tsv,-0.07586142289602185
Brusko_13981_TCRB.tsv,-0.08448498794750299
Brusko_13986_TCRB.tsv,-0.06237320350301795
Brusko_13991_TCRB.tsv,-0.07669883631516784
Brusko_13995_TCRB.tsv,-0.05439543133152777
Brusko_13996_TCRB.tsv,-0.06615177672277225
Brusko_13999_TCRB.tsv,-0.05893738136024703
Brusko_14142_TCRB.tsv,-0.05560436283741278
Brusko_14144_TCRB.tsv,-0.09307920650566641
Brusko_14269_TCRB.tsv,-0.09555720040691622
Brusko_1429_TCRB.tsv,-0.07051730108826966
Brusko_1432_TCRB.tsv,-0.0690283528466954
Brusko_14390_TCRB.tsv,-0.08844059548847184
Brusko_14392_TCRB.tsv,-0.07184884617816158
Brusko_14396_TCRB.tsv,-0.07364223574487189
Brusko_14440_TCRB.tsv,-0.07447619463121537
Brusko_14443_TCRB.tsv,-0.06832980245133266
Brusko_14445_TCRB.tsv,-0.07162688812751263
Brusko_14447_TCRB.tsv,-0.07466431133633133
Brusko_14510_TCRB.tsv,-0.08094486508256002
Brusko_14550_TCRB.tsv,-0.05623362680836065
Brusko_14552_TCRB.tsv,-0.08549421633553878
Brusko_14555_TCRB.tsv,-0.07837611708875486
Brusko_14617_TCRB.tsv,-0.0673927477769261
Brusko_14625_TCRB.tsv,-0.07200586051743409
Brusko_14657_TCRB.tsv,-0.0827037360081396
Brusko_14659_TCRB.tsv,-0.07328104666988489
Brusko_14661_TCRB.tsv,-0.059176644736840776
Brusko_14663_TCRB.tsv,-0.06265902339541181
Brusko_14671_TCRB.tsv,-0.07133652584972747
Brusko_14673_TCRB.tsv,-0.08045979553814415
Brusko_14699_TCRB.tsv,-0.07200271384767122
Brusko_14701_TCRB.tsv,-0.07882337447587427
Brusko_14710_TCRB.tsv,-0.07657566425373295
Brusko_14714_TCRB.tsv,-0.07465711254833322
Brusko_14717_TCRB.tsv,-0.0716757296580169
Brusko_14719_TCRB.tsv,-0.05986780402449524
Brusko_14720_TCRB.tsv,-0.0786619851800779
Brusko_1488_TCRB.tsv,-0.074821441098208
Brusko_1491_TCRB.tsv,-0.059395279161098054
Brusko_14934_TCRB.tsv,-0.08573770056208349
Brusko_1493_TCRB.tsv,-0.0813421466661595
Brusko_14940_TCRB.tsv,-0.06355624067627927
Brusko_14941_TCRB.tsv,-0.08599091029679881
Brusko_14944_TCRB.tsv,-0.0626911002048138
Brusko_1495_TCRB.tsv,-0.061482738379927855
Brusko_1499_TCRB.tsv,-0.07857268489353518
Brusko_15050_TCRB.tsv,-0.04875280883555955
Brusko_15051_TCRB.tsv,-0.06017821025681934
Brusko_15059_TCRB.tsv,-0.060537820811944865
Brusko_15063_TCRB.tsv,-0.07657295510386272
Brusko_1506_TCRB.tsv,-0.07248152299641826
Brusko_15114_TCRB.tsv,-0.07756982346093964
Brusko_15117_TCRB.tsv,-0.08193605599647112
Brusko_15120_TCRB.tsv,-0.07270684032610762
Brusko_15127_TCRB.tsv,-0.07022468910736193
Brusko_1522_TCRB.tsv,-0.061924484629293515
Brusko_1523_TCRB.tsv,-0.06077606907151073
Brusko_15273_TCRB.tsv,-0.07462056713358274
Brusko_1546_TCRB.tsv,-0.06727069088934322
Brusko_1547_TCRB.tsv,-0.054151766420422284
Brusko_1549_TCRB.tsv,-0.062122233526009846
Brusko_15586_TCRB.tsv,-0.072273194497515
Brusko_15587_TCRB.tsv,-0.05954161847595226
Brusko_15588_TCRB.tsv,-0.06532226275805716
Brusko_1573_TCRB.tsv,-0.07716228546361681
Brusko_1576_TCRB.tsv,-0.07348919287048425
Brusko_15776_TCRB.tsv,-0.07766622010391021
Brusko_15779_TCRB.tsv,-0.07059339717741799
Brusko_1577_TCRB.tsv,-0.08721855049332464
Brusko_15782_TCRB.tsv,-0.08115750213857827
Brusko_15790_TCRB.tsv,-0.09208026238823236
Brusko_15793_TCRB.tsv,-0.0694588920629567
Brusko_15796_TCRB.tsv,-0.07545746601639414
Brusko_15859_TCRB.tsv,-0.08959542300065892
Brusko_15862_TCRB.tsv,-0.09121462265557273
Brusko_15874_TCRB.tsv,-0.05015873768548308
Brusko_1592_TCRB.tsv,-0.07295637549202683
Brusko_15966_TCRB.tsv,-0.08665811409033453
Brusko_15969_TCRB.tsv,-0.06321531088917491
Brusko_15972_TCRB.tsv,-0.08502631321170406
Brusko_1598_TCRB.tsv,-0.06684335024628575
Brusko_1600_TCRB.tsv,-0.07578989704872986
Brusko_16067_TCRB.tsv,-0.06732215460802256
Brusko_16071_TCRB.tsv,-0.06234870821295951
Brusko_16084_TCRB.tsv,-0.06656112697375104
Brusko_16173_TCRB.tsv,-0.05271020894428004
Brusko_16174_TCRB.tsv,-0.07332419490633425
Brusko_16177_TCRB.tsv,-0.07812259918299441
Brusko_16178_TCRB.tsv,-0.07201277329555773
Brusko_16179_TCRB.tsv,-0.08389263392857016
Brusko_16180_TCRB.tsv,-0.06884574392496616
Brusko_16182_TCRB.tsv,-0.0818898430634016
Brusko_16184_TCRB.tsv,-0.05229479780396238
Brusko_16186_TCRB.tsv,-0.08998266387421194
Brusko_16189_TCRB.tsv,-0.045962516496699336
Brusko_16191_TCRB.tsv,-0.05879660673478946
Brusko_16201_TCRB.tsv,-0.05227099070595106
Brusko_16243_TCRB.tsv,-0.07156173168005818
Brusko_16268_TCRB.tsv,-0.0787039243953222
Brusko_16271_TCRB.tsv,-0.05674582709714071
Brusko_16319_TCRB.tsv,-0.08426749483139558
Brusko_16331_TCRB.tsv,-0.0660127019902956
Brusko_16348_TCRB.tsv,-0.07084817109975361
Brusko_1634_TCRB.tsv,-0.05638176654773073
Brusko_16356_TCRB.tsv,-0.08308933937514773
Brusko_16380_TCRB.tsv,-0.05978745271703908
Brusko_16388_TCRB.tsv,-0.04659623382624668
Brusko_16391_TCRB.tsv,-0.0713463025022324
Brusko_16400_TCRB.tsv,-0.07066149196859556
Brusko_16412_TCRB.tsv,-0.08568981178553488
Brusko_16439_TCRB.tsv,-0.07335535624052474
Brusko_16440_TCRB.tsv,-0.06435715387780191
Brusko_16450_TCRB.tsv,-0.07255740507467974
Brusko_16530_TCRB.tsv,-0.06426990897846419
Brusko_16571_TCRB.tsv,-0.05955124587552552
Brusko_16619_TCRB.tsv,-0.06409807732827566
Brusko_16621_TCRB.tsv,-0.06749597452702907
Brusko_16623_TCRB.tsv,-0.08118215828232168
Brusko_16624_TCRB.tsv,-0.06506183119648327
Brusko_16626_TCRB.tsv,-0.08114951240783169
Brusko_16659_TCRB.tsv,-0.08627572155432268
Brusko_1667_TCRB.tsv,-0.0658809897039428
